NC1=NC(=O)C2=C(NCC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N2)N1,inhibitor
CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N3CCNC(C)C3)C(F)=C12,inhibitor
O=C(NC1=C2OC(=CC(=O)C2=CC=C1)C1=NNN=N1)C1=CC=C(OCCCCC2=CC=CC=C2)C=C1,inhibitor
[H]\C1=C([H])\[C@]2([H])C[C@]2(N=C(O)[C@]2([H])C[C@]([H])(C[C@@]2([H])C(=O)N(C)CCCC1)OC1=C2C=CC(OC)=C(C)C2=NC(=C1)C1=NC(=CS1)C(C)C)C(O)=NS(=O)(=O)C1CC1,inhibitor
COC1=CC=CC(=C1)N1CCN(CC1)C1=NC2=C(C=CC=C2F)[C@H](CC(O)=O)N1C1=CC(=CC=C1OC)C(F)(F)F,inhibitor
C1CO1.CC1CO1,inhibitor
CC(C)(C)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,inhibitor
CC(NCCC(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1,inhibitor
CCOC(=O)N1CCC(CC1)=C1C2=CC=C(Cl)C=C2CCC2=CC=CN=C12,inhibitor
CCC(=C(CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,inhibitor
COC1=CC(=CC=C1O)[C@@H]1OC2=CC(=CC=C2O[C@H]1CO)[C@H]1OC2=C(C(O)=CC(O)=C2)C(=O)[C@@H]1O.COC1=C(O)C=CC(=C1)[C@H]1OC2=CC(=CC=C2O[C@@H]1CO)[C@H]1OC2=CC(O)=CC(O)=C2C(=O)[C@@H]1O,inhibitor
CN(C)CCC=C1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2,inhibitor
COC1=CC=C(CCN2CCC(CC2)NC2=NC3=CC=CC=C3N2CC2=CC=C(F)C=C2)C=C1,inhibitor
COC1=CC=C(C=C1)[C@@H]1SC2=C(C=CC=C2)N(CCN(C)C)C(=O)[C@@H]1OC(C)=O,inhibitor
NCCCC[C@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O,inhibitor
C[N+]1=CC2=C3OCOC3=CC=C2C2=C1C1=CC3=C(OCO3)C=C1C=C2,inhibitor
COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC2=NON=C12)C(=O)OC(C)C,inhibitor
CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1,inhibitor
OCCN1CCN(CCC=C2C3=C(SC4=C2C=C(C=C4)C(F)(F)F)C=CC=C3)CC1,inhibitor
CN(C)C(=O)C(CCN1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1,inhibitor
CN(C)CCC=C1C2=C(CCC3=C1C=CC=C3)C=CC=C2,inhibitor
CNC(NCCSCC1=CC=C(CN(C)C)O1)=C[N+]([O-])=O,inhibitor
CCS(=O)(=O)CCN1C(C)=NC=C1[N+]([O-])=O,inhibitor
CNCCCC12CCC(C3=CC=CC=C13)C1=C2C=CC=C1,inhibitor
C[C@H]1O[C@@H](O[C@@H]2C[C@@H]3O[C@@](O)(C[C@H](O)[C@H]3C(O)=O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)C[C@@H](O)CC(=O)O[C@@H](C)[C@H](C)[C@H](O)[C@@H](C)C=CC=CCCC=CC=CC=CC=C2)[C@@H](O)[C@@H](N)[C@@H]1O,inhibitor
CNCCCN1C2=CC=CC=C2CCC2=C1C=CC=C2,inhibitor
COC1=CC2=C(C[C@H]3[C@H]4CCCC[C@@]24CCN3C)C=C1,inhibitor
CCCNCC(O)COC1=C(C=CC=C1)C(=O)CCC1=CC=CC=C1,inhibitor
CN(C)CCCN1C2=CC=CC=C2SC2=CC=C(Cl)C=C12,inhibitor
COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OCCN(C)CC1=CC=CC=C1,inhibitor
CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1,inhibitor
CC(C)[C@@]1(NC(=O)[C@H]2CN(C)[C@@H]3CC4=CNC5=CC=CC(=C45)C3=C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](CC3=CC=CC=C3)N2C1=O,inhibitor
CCN(CC)CC1=CC(NC2=CC=NC3=CC(Cl)=CC=C23)=CC=C1O,inhibitor
OC(CCN1CCCC1)(C1CCCCC1)C1=CC=CC=C1,inhibitor
CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=CC=CC=C2O1,inhibitor
N[C@@H](CC1=CNC2=CC=CC=C12)C(O)=O,inhibitor
CCCCOC1=CC=C(OCCCN2CCOCC2)C=C1,inhibitor
CC(C)NCC(O)COC1=C2C=CC=CC2=CC=C1,inhibitor
CCOC1=CC=C(C=C1)C1=NC2=CC=C(C=C2N1)C1=NC2=CC(=CC=C2N1)N1CCN(C)CC1,inhibitor
C[N+]1=CC=C(C=C1)C1=CC=CC=C1,inhibitor
COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,inhibitor
COC1=CC=C2C(NC3=C2C[C@@H]2N([C@H]3CC(C)C)C(=O)[C@H](CCC(=O)OC(C)(C)C)NC2=O)=C1,inhibitor
