CC(C)(C)c1cc(N2CCN(CC2)C(=O)c3cocc3)n4nc(cc4n1)c5ccccc5,Binding
Cc1ccc(cc1)c2cc3nc(cc(N4CCN(CC4)C(=O)c5cocc5)n3n2)c6occc6,Binding
COc1cccc(c1)c2cc3nc(C)c(C)c(N4CCN(CC4)C(=O)c5cocc5)n3n2,Binding
C1CN(CCN1)c2cc(nc3cc(nn23)c4ccccc4)c5occc5,Binding
COc1cccc(c1)c2cc3nc(cc(N4CCN(CC4)C(=O)c5cocc5)n3n2)c6occc6,Binding
CCOC(=O)c1c(C)nc2sc(C(=O)c3ccc(OC)cc3)c(N)c2c1c4ccccc4,Binding
COc1cccc(c1)c2ccccc2CCN3CCc4cc(OC)c(OC)cc4C3,Binding
[O-][N+](=O)c1ccccc1c2onc(n2)c3oc(Br)cc3,Binding
COc1cc(OC)cc(c1)c2cc3nc(C)c(C)c(N4CCN(CC4)C(=O)c5cocc5)n3n2,Binding
Clc1cccc(c1)c2cc3nc(cc(N4CCN(CC4)C(=O)c5cocc5)n3n2)c6occc6,Binding
Cc1cc(N2CCN(CC2)C(=O)c3occc3)n4nc(nc4n1)c5ccccc5,Binding
COc1ccc(cc1)c2ccc3OCC(=Cc3c2)CC(=O)N4CCc5cc(OC)c(OC)cc5C4,Binding
OCCNc1nc(Cl)nc(Nc2ccc(cc2)[N+](=O)[O-])n1,Binding
COc1cc2CCN(CCc3ccc(NC(=O)c4ccccc4NC(=O)\C=C\c5ccccc5)cc3)Cc2cc1OC,Binding
Cc1nc2cc(nn2c(N3CCN(CC3)C(=O)c4cocc4)c1C)c5ccncc5,Binding
C[C@H]1N2C(=O)c3cc(I)ccc3N=C2[C@@H]4C[C@@]5([C@H](N4C1=O)N(C(=O)C)c6ccccc56)C(C)(C)C=C,Binding
O=C(N1CCN(CC1)c2cc(nc3cc(nn23)c4ccccc4)c5cocc5)c6cocc6,Binding
CN(CCN(C)c1cc(nc2cc(nn12)c3ccccc3)c4occc4)C(=O)c5cocc5,Binding
COc1cccc(c1)c2cc3nc(C)c(C(C)C)c(N4CCN(CC4)C(=O)c5cocc5)n3n2,Binding
Clc1ccc(cc1)c2cc3nc(cc(N4CCN(CC4)C(=O)c5cocc5)n3n2)c6occc6,Binding
COc1ccc(cc1)c2oc(CN3CCc4cc(OC)c(OC)cc4C3)cc2,Binding
O=C(N1CCN(CC1)c2cc(nc3cc(nn23)c4ccccc4)c5occc5)c6ccccc6,Binding
CC(=O)N1CCN(CC1)c2cc(nc3cc(nn23)c4cccc(Cl)c4)c5occc5,Binding
COc1cccc(c1)c2cc3nc(cc(N4CCN(CC4)C(=O)C)n3n2)c5occc5,Binding
Fc1cccc(c1)c2cc(N3CCN(CC3)C(=O)c4cocc4)n5nc(cc5n2)c6cccc(Cl)c6,Binding
CN(C)c1cc(nc2cc(nn12)c3ccccc3)c4occc4,Binding
COc1cc2CCN(Cc3oc(cc3)c4ccc(O)cc4)Cc2cc1OC,Binding
COc1ccc(cc1)c2ccc3OCC(=Cc3c2)CCN4CCc5cc(OC)c(OC)cc5C4,Binding
COc1cc2CCN(CCc3ccccc3c4cccc(O)c4)Cc2cc1OC,Binding
COc1cc(OC)c2C(=O)C=C(Oc2c1)N3CCN(C)CC3,Binding
C[C@H]1N2C(=O)c3cc(ccc3N=C2[C@@H]4C[C@@]5([C@H](N4C1=O)N(C(=O)C)c6ccccc56)C(C)(C)C=C)C#N,Binding
COCCOC(=O)c1c(C)nc2sc(C(=O)c3cc(OC)c(OC)c(OC)c3)c(N)c2c1c4cc(OC)c(OC)c(OC)c4,Binding
COc1ccc(cc1)c2ccc(OCCCN3CCc4cc(OC)c(OC)cc4C3)cc2,Binding
COc1ccc(\C=C\C(=O)c2ccc(Nc3nc(nc4ccccc34)c5ccccc5)cc2)cc1OC,Binding
Cc1nc2cc(nn2c(N3CCN(CC3)C(=O)c4occc4)c1C)c5ccc(F)cc5,Binding
