OC(=O)CCC(=O)C(=O)O,substrate
CCn1nc(Cc2ccccc2)cc1C3CCN(Cc4ccc(cc4F)C5(CCCC5)N(C)[C@H](C(C)C)C(=O)O)CC3,substrate
FC(F)(F)c1ccc2N(CCCN3CCN(CC3)C(c4ccccc4)c5ccccc5)C(=O)c6cc(Cl)nnc6Oc2c1,substrate
FC(F)(F)c1ccc2Oc3nnc(Cl)cc3C(=O)N(CCCN4CCN(CC4)c5ccccc5)c2c1,substrate
OCCNC(=S)NCc1cccc(Cl)c1F,substrate
Cl.COc1cc(cc(OC)c1OC)C(CCCN(CCc2cccc(c2)N=[N+]=[N-])C(C)(C)C)(C#N)C(C)C,substrate
Oc1ccc(Cc2nc3c(Cc4ccccc4)nc(cn3c2O)c5ccc(O)cc5)cc1,substrate
C[C@]12CC[C@@H](O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)CC(=O)[C@H]23,substrate
COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCSC)NC=O,substrate
[Cl-].CN1\C(=C\C=C\c2[n+](Cc3ccc(CCl)cc3)c4cc(Cl)c(Cl)cc4n2Cc5ccc(CCl)cc5)\Oc6ccccc16,substrate
C[C@H]1O[C@H](C[C@H](OC(=O)C)[C@@H]1O)O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]7(C)[C@H](CC[C@]67O)C8=CC(=O)OC8)C4)O[C@@H]3C)O[C@@H]2C,substrate
CCCCCCCC\C=C/CCCCCCCC(=O)OC(COC(=O)CCCCCCC\C=C\CCCCCCCC)COP(=O)(O)OC[C@H](Nc1ccc(c2nonc12)[N+](=O)[O-])C(=O)O,substrate
OC(=O)\C=C(/N1CCN2C[C@H](c3ccc(Cl)cc3)c4ccccc4C12)\C(=O)O,substrate
CC(C)(C)NC(=O)[C@@H]1CN(Cc2oc3ccccc3c2)CCN1[C@@H](Cc4ccccc4)[C@@H](O)C[C@@H](Cc5ccccc5)C(=O)NC6[C@H](O)Cc7ccccc67,substrate
CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)C)C(=O)O,substrate
CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CS)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)Cc2ccccc2)C(=O)O,substrate
CCCC[C@H](NC(=O)[C@H](CCSC)NC=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)OC,substrate
NS(=O)(=O)N1CCN(CC1)C2CN(CC[C@@]3(CCC(=O)N(CC4CC4)C3)c5ccc(Cl)c(Cl)c5)C2,substrate
